Anglikon, Häggl./Knobelstrasse|Anglikon, Kapelle|34
Flims Dorf, Post|Flims Dorf, Bergbahnen|139
Kirchberg SG, Neudorf|Wolfikon SG, Freihof|85
Neyruz-sur-Moudon,Les Rutannes|Thierrens, le Planchy|9
Uitikon, Schlössli|Uitikon, Dorf|141
Unterhörstetten, Post|Oberhörstetten, Abzw.|26
Degen, vitg|Degen, Rumein|14
Cavergno, Bivio per Brontallo|Menzonio, Sentiero|5
La Roulaz|Leysin-Village|40
La Roulaz|Rennaz TPC-al|40
Seeberg BE, Stalderhof|Grasswil, Oberdorf|37
Höri, Niederhöri|Höri, Oberhöri Nord|51
Kloten, Kaserne Ost|Kloten, Hohrainli|2
Cerentino, Pedipiodi|Niva (Vallemaggia)|9
Wildberg, Tössegg|Turbenthal, Fridtal|64
Carnago, Deca|Origlio, Paese|3
Bedano, Paese|Bedano, S. Rocco|52
Chiasso, Piazza Indipendenza|Chiasso, Stazione|40
Chiasso, Piazza Indipendenza|Chiasso, Confine|65
Teufen AR, Bahnhof|Speicher, Bahnhof|36
Engelburg, Ebnet|Engelburg, Lindenwies|175
Bedano, Paese|Bedano, Via Mara|52
Bouveret CGN|Villeneuve CGN|16
Näfels, Oberdorf|Näfels, Kino|27
Uster, Burgreben|Uster, Apothekerstrasse|96
Weiach, Gemeindehaus|Weiach, Steinbruch|64
Bière, La Filature|Saubraz, Le Pont|6
Mauren FL, Krummenacker|Mauren FL, Kirche|31
Elm, Sportbahnen|Elm, Station|34
Vicosoprano, Posta|Vicosoprano, Plazza|20
Bercher, Vieux-Collège|Bercher, village|11
Winterthur|Winterthur Grüze|204
Luzein, Strilserrank|Luzein, Langraus|23
Gommiswald, Gauenhof|Gommiswald, Breiten|60
Uors, posta|Tersnaus, spv.|31
St-Maurice VS, poste|St-Maurice VS, Midi|15
Teufen ZH, Oberteufen|Teufen ZH, Schulhaus|36
Schänis, Mühlegasse|Schänis, Gemeindehaus|16
Vouvry, poste|Vouvry, gare|3
Oberbottigen, Flühli|Riedbach, Bahnhof|67
Les Agettes, Crettaz-à-l'Oeil|La Vernaz VS|2
Aetingen, Fröscheren|Brittern, Wirtschaft|32
Flawil, Bahnhof|Flawil, Lindengut|83
Innerferrera, Post|Innerferrera, Punt Martegn|17
Münsterlingen-Scherzingen|Bottighofen|81
Stansstad, Turnhalle|Stansstad, Harissenbucht|23
Dornach-Arlesheim|Münchenstein|84
Flawil, Tüfi|Flawil, Reithalle|50
Waldkirch, Scheiwil|Waldkirch, Bisihus|38
Bösingen, Litzistorf|Bösingen, Riederberg|34
Sempach-Neuenkirch|Emmenbrücke|32
Uster, Krämeracker|Uster, Sonnenberg|171
Moosseedorf|Zollikofen, Bahnhof|1
Essertines-s-Rolle, village|Essertines-s-Rolle, Le Pontet|19
Lantsch/Lenz, St. Cassian|Lantsch/Lenz, Garage Belfort|64
Yverdon, Hôp-Centre Thermal|Yverdon, Condémines|47
Oberscherli, Leimen|Niedermuhlern, Bach|38
Bern, Bahnhofplatz|Worblaufen, Bahnhof|2
Bern, Bahnhofplatz|Steinibach, Bahnhof|2
Bogno, Ponte del Morel|Bogno, Magnan|27
Grossaffoltern, Reuenberg|Ammerzwil BE, Sandhubel|49
Visp, Seewjini|Eyholz, Brücke|34
Bad Ragaz, Post|Maienfeld, Bahnhof|3
Buffalora|Süsom Givé (Passhöhe)|28
Zell LU, Bahnhof|Zell LU, Kirche|40
Othmarsingen|Birr|44
Bergün/Bravuogn, Tuors Davant|Bergün/Bravuogn, Tuors Chants|6
Bissone, autostrada|Melide, Swissminiatur|12
Fribourg, Bourg|Tafers, Dorf|71
Brenzikofen|Oberdiessbach|64
Rümlingen, Dorf|Sommerau, Kantonsstrasse|43
Frauenfeld, Osterhalden|Frauenfeld, Sonnmatt|8
Meilen, Bundi|Meilen, Roren|24
Zug|Luzern|38
Schönbühl, Solothurnstrasse|Urtenen, Käserei|5
Flims Dorf, Vallorca|Flims Dorf, Auas sparsas|73
Olten|Dulliken|56
Olten|Aarau|118
Montblesson, Centenaire|Trois-Chasseurs|112
Figino, Posta|Figino, Dogana|23
Scuol, Gurlaina|Scuol, Serras|12
Surcuolm, posta|Surcuolm, Cafrida|97
Berg FR, Restaurant|Schmitten FR, Dorf|16
Croy, anc. Battoir|Romainmôtier, Les Portes|40
Niedergut|Eisten, zum Tann|35
Hochfelden, Post|Hochfelden, Chalchofen|57
Eschen, Presta|Eschen, Sportpark|148
Gigerwald, Staudamm|Gigerwald, Restaurant|3
Ascharina, alte Post|Ascharina, Alpbachbrücke|18
Scuol, Plan da Funtanas|Scuol, San Jon|12
Pontresina, Post|Punt Muragl, Talstation|12
Bolligen, Bahnhof|Bolligen, Lindenburg|20
Chamby, poste|Chamby, Chaulin|14
Erlenbach ZH, Erlenhöhe|Erlenbach ZH,Sandfelsenstrasse|42
Hospental, Zumdorf|Realp, Post|2
Zufikon, Emaus|Zufikon, Algier|83
Dischma, Teufi|Dischma, Dürrboden|10
Waldkirch, Niederwil|Waldkirch, Fillisweid|33
Kleindöttingen, Post|Döttingen, Bahnhof|152
Erlenbach ZH, Erlenhöhe|Erlenbach ZH, Föhrenstrasse|21
Küttigkofen, Bismarck|Küttigkofen, Dorf|38
Obersaxen Meierhof, Post|Obersaxen Affeier, Chummenbüel|53
Cottens FR, gare|Autigny, En Verdau|19
Fribourg|Belfaux CFF|41
Fribourg|Grolley|4
Ramiswil, Post|Ramiswil, Abzw. Scheltenstr.|6
Combremont-le-Grand, village|Combremont-le-Petit, village|14
Vers-chez-Perrin, bif.|Payerne, gare|13
Obersaxen Meierhof, Post|Obersaxen Meierhof, Tobel|55
Linthal, Post|Linthal, Bebie|25
Kleindöttingen, Post|Kleindöttingen, Breite|49
Bressaucourt, bas du village|Bressaucourt, poste|10
La Glâne|Villars-sur-Glâne, Le Moléson|72
Reckenwil, Steinberg|Hörhausen, Freihof|26
Ludiano, Piazza Fiera|Semione, Municipio|16
Cham, Gemeindehaus|Lindencham|16
Gossau SG, Post 1|Gossau SG, Gerbhof|76
Cham, Gemeindehaus|Cham, Röhrliberg|259
Schweighof|Triemli|157
Lens, Oasis|Flanthey, rte de Valençon|16
Holziken, Abzw. Bändli|Holziken, Post|52
Balsthal, Amthaus|Balsthal, Heutschihaus|56
Grabs, Post|Grabs, Hochhaus (Spital)|30
Steingletscher, Susten|Gadmen, Feldmoos|4
Hinwil, Bossikon|Hinwil, Jumbo|32
Dardin, vitg|Breil/Brigels, posta|38
La Rogivue|La Rougève, village|9
Romoos, Schwändi|Romoos, Holzwäge|5
Altenrhein, Hegi|Thal, Buriet|25
Niederbüren, Post|Niederbüren, Aluwag|50
Itramen, Habsucht|Itramen, Geisscheuer|6
Bachenbülach, Schmiede|Winkel, Scheidweg|97
Bironico, Alla Motta|Medeglia, Campaccio|24
Fulenbach, Aaretränke|Fulenbach, Boningerstrasse|45
Flühli LU, Hirseggbrücke|Flühli LU, Mittlere Hirsegg|36
Parsonz|Riom, posta|41
Bourdigny-Dessus|Satigny, gare|11
Sargans, Post|Sargans, Bahnhof|386
Lichtensteig, Steigrüti|Lichtensteig, St. Loretto|32
Kronberg|Jakobsbad LJK|42
Pedrinate, Bellavista|Pedrinate, Paese|20
Premier, croisée de Forel|Premier, village|12
Dully, Sous-Dully|Dully, St-Bonnet|9
Moutier, gare|Moutier, Banque cantonale|12
Grosshöchstetten, Spital|Grosshöchstetten, BKW-Station|16
Bévieux|Foyer Dents-du-Midi TPC-bvb|34
Eifeld|Wimmis|61
Ennetbürgen, Post|Ennetbürgen, Oeltrotte|90
Neukirch (Egnach), Dorf|Steineloh, Sternen|30
Soulce, poste|Soulce, milieu du village|12
Capolago-Riva S. Vitale|S. Nicolao|2
Hinterkappelen, Bernstrasse|Hinterkappelen, Schlossmatt|4
Inwil bei Baar, Kirche|Baar, Arbach|71
Flums, Post|Flums, Kirchplatz|8
Wolhusen, Neu Emsern|Wolhusen, Rosei|20
Emmetten KlEN|Niederbauen|12
Jona, Schönau|Rüti ZH, Schützenhaus|87
Villaz-St-Pierre, gare|Villaz-St-Pierre, bif.|15
Riedikon, Dorf|Uster, im Hölzli|85
Jona, Schönau|Kempraten, Belsito|87
Jestetten|Neuhausen|8
Jestetten|Altenburg-Rheinau|41
Les Moulins, Pont-de-Pierre|Château-d'Oex, Le Petit-Pré|35
Oberwil AG, Post|Oberwil-Lieli, Bündtemättli|106
Moutier, gare|Moutier, Clair-Logis|1
Brienz BRB|Planalp|22
Beinwil am See SGH|Mosen SGH|12
Oron-la-Ville, poste|Palézieux-Village, centre|62
Walzenhausen, Post/Bahnhof|Walzenhausen, Allmendsberg|11
Breitlauenen|Schynige Platte|30
Muggio, Casa Leone|Scudellate, Paese|16
Canols, Rothornbahn|Lenzerheide/Lai, La Riva|61
Oberdiessbach, Bahnhof|Niederbleiken, Abzw.|15
Buus, Turnhalle|Buus, Untere Farnsburg|80
Rotkreuz, Ried|Holzhäusern ZG, St. Wendelin|227
Guttannen, Schwendi|Guttannen, Boden-Aegerstein|36
Laupen BE, Betagtenzentrum|Laupen BE, Bahnhof|45
Andiast, posta|Andiast, S. Clau|37
Zernez, posta|Zernez,Chasa dal Parc Naziunal|28
Torgon, poste|Torgon, douane|17
Mettlen, Post|Wil SG, Bahnhof|5
Auenstein, Gemeindehaus|Auenstein, Rütigasse|58
Les Flans|Ayent, Uttignou|36
Moscia|Porto Ronco, Posta|46
St. Katharinen|Feldbrunnen|68
Corin-de-la-Crête, village|Ollon VS, bif.|57
Liestal, äussere Arisdörferstr|Liestal, im Rank|74
Beatenberg, Post|Beatenberg, Wydi|45
Illnau, Kirche|Illnau, Bahnhof|39
Ettiswil, Post|Grosswangen, Post|61
Fankhaus (Trub), Schulhaus|Trub, Dorf|39
Lyss, Mühleplatz|Lyss, Bahnhof|37
Schneisingen, Kreuzhof|Siglistorf, Oberdorf|68
Frauenfeld|Müllheim-Wigoltingen|2
Meyrin, CERN|St-Genis, Schumann|6
Sissach, Bahnhof|Wintersingen, Post|6
Neuhausen, Kreuzstrasse|Rafz, Bahnhof|61
Dardagny|La Plaine, gare|15
Meyrin, CERN|Vernier, Blandonnet|78
Panex, en Meer|Panex, au Pomey rouge|20
Oberbütschel|Rüeggisberg, Than|39
Oberbütschel|Bütschel, Gschneit|39
St. Niklaus VS, Sand|St. Niklaus VS, Bahnhof|37
Montalchez, La Comballaz|Montalchez, centre du village|15
Felsbach-Crestasee|Trin, Mulin|73
Schwägalp|Schwägalp, Passhöhe|57
Hitzkirch, Bahnhof|Gelfingen, Bäckerei|27
Wald ZH, Jonatal|Wald ZH, Riet|8
Unteriberg, Käsboden|Unteriberg, Boden|10
Steg SG (Gebertingen)|Gebertingen, Frohe Aussicht|22
Vattiz, Surval|Degen, Rampa|24
Wilchingen, Schulgasse|Osterfingen, Unterdorf|64
St. Moritz, Bahnhof|St. Moritz Bad, Reithalle|20
Pazen|Farden|15
Romoos, Studen|Romoos, Adlisberg|5
Aesch BL, Schützenmattschule|Aesch BL Dorf, Bus BLT|156
Reute AR, Hinterdorf|Reute AR, Post|50
Linden, Dorf|Jassbach|25
Le Vaud, poste|Le Vaud, Zoo|66
Wohlen AG, Kirchenplatz|Wohlen AG, a. Bahnhofstr./Coop|20
Urnerboden, Sonne|Urnerboden, Argseeli|25
Châtillens|Ecublens-Rue|36
St. Gallen, Remishueb|St. Gallen, Neudorf/R'str.|116
Saas Balen, Dorf|Saas Balen, Edelweiss|35
Ried-Brig, Lingwurm|Ried-Brig, Bleiken|44
Eschenz, Bornhausen|Eschenz, Barriere|28
Chur, Post I|Chur, Oberalpstrasse|85
Trogen, Bleiche|Trogen, Schopfacker|28
Colombier NE, bât. communal|Colombier NE, gare|12
Scuol PSFS|Motta Naluns|10
Cappella-Agnuzzo|Bioggio Molinazzo|170
Ranzo-S. Abbondio, Stazione|Ranzo, Piccolo Mondo|14
Rütli|Sisikon SGV|22
Rheinfelden, Post|Rheinfelden, Töpferweg|44
Morges, La Tour|Morges, gare|30
Rütli|Bauen SGV|19
Brusata (Novazzano), Al Gaggio|Novazzano, Bivio Boscherina|41
Nunningen, Riseten|Bretzwil, Sabelhöhe|62
Wohlen AG, Kirchenplatz|Wohlen AG, Bahnhofstr./Migros|31
Costa FIPC|Intragna FIPC|4
Lavigny, Café|Lavigny, croisée de St-Livres|50
Eifeld|Lattigen bei Spiez|61
Ebikon, Hofmatt|Buchrain, Tschann|255
Langrickenbach|Herrenhof, Dorf|21
Lausanne, Rovéréaz|Montblesson, Centenaire|112
Delémont, gare|Delémont, rue du Pont-Neuf|63
Igis, Castaletweg|Igis, Schulhaus|14
Bütschwil, Engi|Bütschwil, Hofwiesen|90
Rapperswil SG, Kreuzliplatz|Rapperswil SG, Schulhaus Kreuz|87
Moutier, Coop|Moutier, Suisse Ouest|2
Langrickenbach|Schönenbaumgarten|10
Gossau SG, Bahnhof|Gossau SG, Walter-Zoo|22
Herbriggen|Randa|35
Reiden, Friedmattstrasse|Reiden, Industriestrasse Süd|28
Büren SO, Dorf|Büren SO, Unterdorf|107
Chancy, école|Chancy, douane|115
Glion-Hôtel-des-Alpes|Glion|34
Ederswiler|Roggenburg, Missionskreuz|44
Allaman, gare|Féchy, Auberge|35
Rorschach|Rorschach Stadt|73
Ammerzwil BE, Dorf|Ammerzwil BE, Sandhubel|49
Grindelwald BGF|First|12
Triesenberg, Abzw. Masescha|Triesenberg, Balischguad|19
Pambio-Noranco, Bivio Scairolo|Pambio-Noranco, Posta|60
Münsingen, Bahnhof|Münsingen, Erlenauweg|15
Fraubrunnen, Rest. Löwen|Grafenried, Rest. Kreuz|1
Ortschwaben, Gehracher|Kirchlindach, Jetzikofenstr.|23
Bischofszell, Muggensturm|Bischofszell, Thurbrugg|32
Madonna del Sasso|Locarno FLMS|20
Brislach, Oberdorf|Breitenbach, Ebne|77
Berneck, Schlossbrücke|Berneck, Rosenberg|28
Epesses, Chapotannaz|Chexbres, Bellevue|22
Delémont, Bellerive|Soyhières, place de la Liberté|48
Preonzo, Piazza|Preonzo, Posta|44
Rothrist, Brunnhalde|Rothrist, Weyer|83
Bottmingen, Station|Oberwil BL, Dorf|353
Fontenais, sur Les Rochets|Villars-sur-Fontenais|16
Röthenbach i.E., Dorf|Röthenbach i.E., Chuderhüsi|4
Klöntal, Rhodannenberg|Riedern GL, Staldengarten|20
Triesenberg, Post|Triesenberg, Tristel|29
Giubiasco, Sottomontagna|Giubiasco, Sasso Piatto|14
Balm b. Messen, Wendeplatz|Schnottwil, Post|36
Muri AG, Wey|Buttwil, Weinmatten|20
Rotkreuz, Bahnhof Süd|Rotkreuz, Ried|227
Frauenkappelen, Post|Frauenkappelen, Chrüzhubel|9
Frauenkappelen, Post|Frauenkappelen, Hübeli|60
Möhlin, Post|Möhlin, Kanzleistrasse|122
Crans-s.-S., Grand-Place|Montana, Maison Général Guisan|18
Crans-s.-S., Grand-Place|Montana, Centre Valaisan|9
Emmen, Sternen|Emmen, Flugzeugwerke|24
Häggenschwil, Agen|Häggenschwil, Täschlihus|44
Eyholz, Ritikapelle|Eyholz, JUMBO|63
Grandson, Le Repuis|Grandson, place du Château|76
Huttwil, Uech|Tschäppel|53
Airolo, Posta|Fondo del Bosco|3
Carì, Tecc d'Int|Rossura, Campi|29
Gunzwil, Kagiswil|Gunzwil, Post|46
Emmen, Kasernenstrasse|Emmen, Kirche|182
Cunter, posta|Tiefencastel, Bahnhof|1
Willigen, Klinik Reichenbach|Willigen, Unterdorf|36
Stäfa, Grund|Stäfa, Krone|93
Mettau, Post|Etzgen, Mühle|57
Mettau, Post|Wil AG, Steinhof|35
Schleinikon, Dachslern|Schleinikon, Dorf|18
Basadingen, Unterdorf|Schlattingen, Gemeindehaus|28
Rhäzüns, Luftseilbahn LRF|Rhäzüns, Bahnhof|53
Gümmenen, Bahnhof|Bern, Bahnhofplatz|1
Onex|Bernex, Aigues-Vertes|31
Corsier-sur-Vevey, village|Vevey, gare|23
Onex|Loëx GE, Hôpital|35
Sementina, Posta|Sementina, Sud|24
Schöftland, Dorfstrasse|Schöftland, Holzikerstrasse|29
St. Peterzell, Stafel|Schönengrund, Postgarage|52
Cudrefin, Vers-chez-Jacot|Cudrefin, place de la Tour|15
Bovernier|Sembrancher|31
Ruggell, Post|Ruggell, Sennerei|87
Schwarzenberg LU, Kappelen|Schwarzenberg LU, Ennenmatt|55
Uster, Post Niederuster|Uster, Pfannenstielstrasse|83
Vétroz, poste|Vétroz, le Hôme|65
L'Isle, poste|Villars-Bozon, village|4
Denens, Laiterie|Lussy-sur-Morges|21
Buttikon SZ, Mühlemoos|Tuggen, Mühlenen|5
Schloss Laufen am Rheinfall|Dachsen|41
Hütten, Segel|Schönenberg ZH, Wolfbühl|78
Hüniken|Horriwil, Post|105
Flaach, Post|Berg a. Irchel|2
Thun, Bahnhof|Thierachern, unterer Schwand|56
Olivone, Posta|Ponte Semina|16
Ausserberg|Hohtenn|29
Einsiedeln, Wissmüli|Einsiedeln, Eschbach|16
Gurmels, Dürrenberg|Gurmels, Kirche|12
St-Ursanne, poste|St-Ursanne, Route Rang|22
Oberlunkhofen, Post|Unterlunkhofen, Käppeli|40
Felsberg, Calanda|Felsberg, Brugg|52
Wädenswil|Pfäffikon SZ|37
Willisau|Menznau|52
St-Blaise-Lac|Ins|1
Heiden, Post|Heiden, Lindenplatz|89
Uster, Burgstrasse|Uster, Krone|96
Salavaux, croisée|Bellerive VD, village|1
Salavaux, croisée|Champmartin|1
Ossingen|Stammheim|39
Kreuzlingen, Bahnhof|Kreuzlingen, Finkernstrasse|8
Valeyres-sous-Rances, rest.|Valeyres-sous-Rances, croisée|47
Charmey (Gruyère), poste|Im Fang, Post|41
Pambio-Noranco, Bivio Scairolo|Grancia, Centro Lugano Sud|60
Drône, Déjane|Monteiller, village|29
Eschert, Sous-la-Rive|Belprahon, Amatennes|2
Villars-Mendraz, croisée|Sottens, croisée|22
Mendrisio, Stazione|Mendrisio, Tre Antenne|33
Thusis, Bahnhof|Summaprada, Dorf|12
Zurzach, Regionalbad|Zurzach, Solvay|44
St. Margrethen SG, Rheinpark|St. Margrethen SG,Industriestr|18
Wiesendangen, Attikerstrasse|Wiesendangen, Hinterdorf|35
St. Margrethen SG, Rheinpark|St. Margrethen SG, Bahnhof|93
Savièse, Plan-d'Agy|Dorbagnon|3
Mont-Crosin, restaurants|St-Imier, EISI|2
Erlach, Gostel|Ins, West|1
Mont-Crosin, restaurants|St-Imier, gare|18
Schongau, Mettmenschongau|Schongau, Kreuz|42
Burier|Montreux|5
Thun|Spiez|108
Gstaad, Wispile|Grund b. Gstaad, Moosfang|30
Gstaad, Wispile|Gstaad, Bahnhof|6
Ittigen, Aespliz|Papiermühle, Bahnhof|195
Lyss, Bahnhof|Busswil BE, Bahnhof|35
Lyssach, Bernstrasse (Ikea)|Burgdorf, Fabrikweg|38
Bönigen, Dorf|Bönigen, See|68
Prangins, Les Mélèzes|Prangins, gare|35
Herrliberg, Gartenstrasse|Herrliberg, Harzerstrasse|42
Staffeln AG, Gass|Staffeln AG, Schulhaus|26
Rüfenacht, Längimoos|Rüfenacht, Sperlisacher|22
Neschwil, Post|Lendikon|15
Ostermundigen, Freibad|Gümligen, Amselweg|28
Möriken AG, Gemeindehaus|Brunegg, Gemeindehaus|42
Griespass, Abzw.|Nufenen Passhöhe|8
Arolla, poste|Arolla, Magine|15
Zumikon|Waltikon|130
Flums, Oberdorf|Flums, Platten|51
Miécourt|Miserez-Dessus|9
Thörishaus Station|Oberwangen|78
Glovelier|Combe-Tabeillon|24
Thörishaus Station|Thörishaus Dorf|78
Broc, bif. Botterens|Botterens, poste|16
Tisis, Töbeleweg|Tisis, Rappenwald|149
Mauren TG, Post|Weinfelden, Humana|1
Zollikofen, Bahnhof|Münchenbuchsee, Kipfgasse|59
Murten, Bahnhof|Salvenach, Schulhaus|20
Gerra (Gambarogno) NLM|Ranzo|5
Villars-Epeney, Fontaine|Villars-Epeney, Clar Chaney|7
Hombrechtikon, Grüt|Uerikon, Gsteig|97
Hombrechtikon, Grüt|Hombrechtikon, Hohlflüe|97
Bottenwil, Post|Bottenwil, Unterdorf|66
Hagenwil am Nollen|Wil SG, Bahnhof|5
Peney-le-Jorat, poste|Villars-Mendraz, Praz-Longet|17
Grüningen, Holzhausen|Oetwil am See, Eichholzstrasse|88
Grüningen, Holzhausen|Grüningen, Heispel|88
Samstagern, Bahnhof|Wollerau, Oswäldli|60
Kloten, Kaserne Ost|Kloten, Sporthalle Ruebisbach|84
Glis, Saltina|Glis, Kapuzinerkloster|50
Laax GR, Fau|Laax GR, Grava|72
Buchs LU, Eintracht|Buchs LU, alte Post|12
Rheinau, Psychiatriezentrum|Rheinau, Hallenbad|49
Choëx, école|Choëx, anc. poste|22
Dornach-Arlesheim, Bahnhof|Dornach, Spital|51
Ayent, Le Samarin-Eheley|Ayent, Le Fief|5
Stadel b. Niederglatt, Post|Stadel b. Niederglatt, Mus.pl.|96
Frutigen, Widi|Frutigen, Spital|36
Kaltbrunn, Dorf|Uznach, Bahnhof|2
Schülerhaus|Notkersegg|98
Frutigen, Widi|Frutigen, Bahnhof|91
Lustmühle, Post|St. Gallen, Hochwacht|22
Wiesen GR, Post|Wiesen GR, Schluocht|24
Schüpfen|Lyss|2
Amlikon, Feldhof|Weinfelden, Maienrain|10
Reiden, Bahnhof|Reiden, Sonne|54
Etoy, L'Espérance|Etoy, Romanèche|34
Wyssachen, Fritzenflue|Wyssachen, Abzw. Roggengrat|7
Wohlen AG, Freihofweg|Wohlen AG, Manor|36
Rhäzüns, Dorfplatz|Rhäzüns, Luftseilbahn LRF|77
Frauenfeld, Gerlikonerstrasse|Frauenfeld, Talackerstrasse|8
Bowil|Signau|70
Vezio, Busgnone|Vezio, Paese|20
Chêne-Bourg, Tronchet|Genève, Malagnou|3
Fischenthal, Bahnhof|Gibswil, Bahnhof|18
Gumefens|Sorens, Gérignoz|47
Stäfa, Krone|Stäfa, Wässerwies|36
Frick, Bahnhof|Gipf-Oberfrick, Brücke|44
Frick, Bahnhof|Frick, Ebnet|99
Melide, Piazza Moretti|Melide, Stazione|13
Cumbel, Farmarins|Cumbel, Valgronda|25
Cabbio, Dossello|Cabbio, S. Rocco|35
Möhlin, Bahnhof|Möhlin, Aerosol|1
Quartino, Chiesa|Quartino, Gerrascia|33
Morteratsch|Bernina Diavolezza|7
Chavannes-de-Bogis, centre com|Chavannes-des-Bois|14
Villigen, PSI Ost|Siggenthal-W., Bahnh./Hauptstr|1
Saas Grund, Post|Visp, Post|6
Bourdonnette|UNIL-Dorigny|151
Lötschberg|Brig|13
Rheinfelden, Töpferweg|Rheinfelden, Engerfeld|3
Rothenbrunnen, Post|Cazis, Dorf|3
Linescio, Paese|Linescio, di Dentro|12
Rudolfstetten|Reppischhof|103
Rothenthurm, Bahnhof|Altmatt, Bahnhof|26
Gaggiolo, Italia|Gaggiolo, Bivio|39
Gümligen|Worb SBB|70
Wernetshausen|Hinwil, Langmatt|38
Pontarlier, gare|Pontarlier, Mairie|4
Sugiez LNM|Murten LNM|8
Ranzo|Isole di Brissago|3
Dussnang, Kurhotel|Wil SG, Bahnhof|4
Holzhäusern|Scharnageln|58
Lachen SZ, Kirche|Lachen SZ, Bahnhof|93
Chur, Post I|Chur, Bahnhofplatz|553
Masein, Martinsruh|Masein, Dalaus|31
Kulmerau, Bäckerei|Kulmerau, Rest. Sonne|10
St-Luc, Zattelet|St-Luc, Hôtel Beausite|17
Sörenberg, Platz|Sörenberg, Flühhütten|22
Hagenwil bei Amriswil, Käserei|Muolen, Dorf|47
Wald ZH, Gemeindehaus|Wald ZH, Pflegezentrum|13
Waldhäusern AG, Burehof|Waltenschwil, Hessel|38
Comprovasco, Biv. per Leontica|Prugiasco, Paese|22
Mülenen|Heustrich-Emdthal|30
Rickenbach AG, Zürichstrasse|Merenschwand, Allmend Gut|98
Intra NLM|Isola Madre NLM|2
Wimmis, Brodhüsi|Reutigen, Dorf|39
Corseaux, La Donnaz|Corseaux, village|14
Sullens, Auberge|Boussens, école|8
Gampel-Steg, Bahnhof|Steg VS, Industriezone|5
Corseaux, La Donnaz|Corseaux, Les Gonelles|19
Gampel-Steg, Bahnhof|Steg VS, Zanellahaus|16
Vérossaz, Chavanne|Vérossaz, La Doey village|11
Yverdon, Calamin|Yverdon, Hôp-Centre Thermal|61
Laufen, Bahnhof|Wahlen b. Laufen, Weiern|111
Altdorf UR, Bahnhof|Altdorf UR, Langmatt|14
Grimentz, Roua|St-Jean VS, les Aires|17
Trübbach, Dornau|Balzers, Sportplatz|120
Cavergno, Posta|Cavergno, Mondada|8
Ramlinsburg, Dorf|Bubendorf, Talhaus|9
Schleitheim, Station|Gächlingen, Dorf|64
Stüsslingen, Jura|Rohr b. Olten|26
Esserts-de-Rive|Le Rocheray|39
Büren zum Hof|Schalunen|13
Büren zum Hof|Bätterkinden|29
Bachenbülach, Bramenländli|Bachenbülach, Bramenstrasse|30
Zwischenflüh, Haueten|Zwischenflüh, Post|25
Morcote, Vedo|Morcote, Burò|23
Aeschau, Brücke|Schüpbach, Dorf|51
Neuchâtel, Place Pury|Valangin, centre|195
Eschen, Sportpark|Nendeln, Bahnhof|148
Uznach, Kreuzkirche|Uznach, Burgerfeld|41
Gurtnellen Wiler, Gotthardstr.|Gurtnellen Dorf, Schulhaus|14
Menzingen, Post|Menzingen, Stalden|10
Biberist, Bleichenbergstrasse|Biberist, Bernstrasse|28
Zillis, posta|Zillis, Schulhaus|15
Güttingen|Altnau|81
Giornico, S. Antonio|Giornico, Parondino|39
Busslingen, Stetterstrasse|Stetten AG, Dörndler|78
Unterbözberg, hinterer Hafen|Unterbözberg, mittlerer Hafen|42
Ernen, Niederernen|Ernen, Aragon|17
Mervelier, poste|Montsevelier, village|44
Scheid, posta|Oberscheid|26
Liestal, Schulhaus|Liestal, Eglisacker|85
Corcelles NE, église|Corcelles NE, rue à Jean|30
Col-de-Soud|Bouquetins|72
Lavertezzo, Aquino|Brione (Verzasca), Motta|21
Bethlehem b. Bern, Kirche|Bethlehem b. Bern, Holenacker|2
Wohlen AG, N'wilerstr/Sonnezyt|Wohlen AG, N'wilerstr/Allmenw.|41
Unterpusserein|Schiers, Bahnhof|1
Appenzell, Lädeli|Appenzell, Zentrale|7
Canobbio, Cioss|Canobbio, Centro Studi|69
St-Cierges, grande salle|St-Cierges, Transformateur|31
Malters, Oberdorf|Malters, Hinter-Widenmatt|55
Münchenstein Loogstr., Bus BLT|Münchenstein, Hofmatt|77
La Sage, Plan de Boë|La Sage, Taillau|21
Cronay, Moulin du Pont|Donneloye, croisée|32
La Praz, La Scie|La Praz, Maison de commune|26
Münsingen, Krankenhausweg|Münsingen, Spital|34
Rorschacherberg, Jägerstübli|Rorschacherberg, Steig|6
Diessenhofen|St. Katharinental|78
Gächliwil, alte Post|Gächliwil, Wendeplatz|38
Erlach, Post|Erlach, Gostel|44
Erlach, Post|Erlach, unter den Halden|41
St. Niklausen OW, Alpenblick|St. Niklausen OW, Eistlibach|30
Lauffohr, Platte|Rüfenach AG, Vorderrein|60
Stäfa, Laubisrüti|Uerikon, Moritzberg|129
Mellstorf, Dorf|Siglistorf, Post|68
Läufelfingen|Trimbach, Post|43
Court|Moutier, gare|2
Chasseral, Hôtel|Savagnières, parc|6
Weinfelden|Amriswil|35
Chur, Weinbergstrasse|Chur, Kreuzfeld|140
Sugiez|Ins|42
Moutier, Les Fauvettes|Moutier, Etoile|10
Seewis-Valzeina, Bahnhof|Valzeina, Geissgaden|21
Airolo, Posta|Airolo, Bivio per Nante|9
Weinfelden|Bürglen|75
Nidfurn, Abzw. Haslen|Leuggelbach, Firma Schlittler|31
